OBJECTID,COUNTY,RATE,L95CL,U95CL,HOSP,FLAG,YEAR,GENDER,AGE,MEASURE,HEALTHOUTCOMEID,cofips
8846,Kiowa,0,0,0,0,2,2015,Male,15-34 years old,Age specific rate,Asthma,08061
8847,Kiowa,0,0,0,0,2,2015,Male,35-64 years old,Age specific rate,Asthma,08061
8848,Kiowa,0,0,0,0,2,2015,Male,5-14 years old,Age specific rate,Asthma,08061
8849,Kiowa,0,0,0,0,2,2015,Male,65+ years old,Age specific rate,Asthma,08061
8850,Kiowa,0,0,0,0,2,2015,Male,All ages,Age specific rate,Asthma,08061
8851,Kiowa,0,0,0,0,2,2015,Both genders,0-4 years old,Age specific rate,Asthma,08061
8852,Kiowa,0,0,0,0,2,2015,Both genders,15-34 years old,Age specific rate,Asthma,08061
8853,Kiowa,0,0,0,0,2,2015,Both genders,35-64 years old,Age specific rate,Asthma,08061
8854,Kiowa,0,0,0,0,2,2015,Both genders,5-14 years old,Age specific rate,Asthma,08061
8855,Kiowa,0,0,0,0,2,2015,Both genders,65+ years old,Age specific rate,Asthma,08061
8856,Kiowa,0,0,0,0,2,2015,Both genders,All ages,Age specific rate,Asthma,08061
8857,Kiowa,0,0,0,0,2,2016,Female,0-4 years old,Age specific rate,Asthma,08061
8858,Kiowa,0,0,0,0,2,2016,Female,15-34 years old,Age specific rate,Asthma,08061
8859,Kiowa,0,0,0,0,2,2016,Female,35-64 years old,Age specific rate,Asthma,08061
8860,Kiowa,0,0,0,0,2,2016,Female,5-14 years old,Age specific rate,Asthma,08061
8861,Kiowa,0,0,0,0,2,2016,Female,65+ years old,Age specific rate,Asthma,08061
8862,Kiowa,0,0,0,0,2,2016,Female,All ages,Age specific rate,Asthma,08061
8863,Kiowa,0,0,0,0,2,2016,Male,0-4 years old,Age specific rate,Asthma,08061
8864,Kiowa,0,0,0,0,2,2016,Male,15-34 years old,Age specific rate,Asthma,08061
8865,Kiowa,0,0,0,0,2,2016,Male,35-64 years old,Age specific rate,Asthma,08061
8866,Kiowa,0,0,0,0,2,2016,Male,5-14 years old,Age specific rate,Asthma,08061
8867,Kiowa,0,0,0,0,2,2016,Male,65+ years old,Age specific rate,Asthma,08061
8868,Kiowa,0,0,0,0,2,2016,Male,All ages,Age specific rate,Asthma,08061
8869,Kiowa,0,0,0,0,2,2016,Both genders,0-4 years old,Age specific rate,Asthma,08061
8870,Kiowa,0,0,0,0,2,2016,Both genders,15-34 years old,Age specific rate,Asthma,08061
8871,Kiowa,0,0,0,0,2,2016,Both genders,35-64 years old,Age specific rate,Asthma,08061
8872,Kiowa,0,0,0,0,2,2016,Both genders,5-14 years old,Age specific rate,Asthma,08061
8873,Kiowa,0,0,0,0,2,2016,Both genders,65+ years old,Age specific rate,Asthma,08061
8874,Kiowa,0,0,0,0,2,2016,Both genders,All ages,Age specific rate,Asthma,08061
8875,Kiowa,0,0,0,0,2,2017,Female,0-4 years old,Age specific rate,Asthma,08061
8876,Kiowa,0,0,0,0,2,2017,Female,15-34 years old,Age specific rate,Asthma,08061
8877,Kiowa,0,0,0,0,2,2017,Female,35-64 years old,Age specific rate,Asthma,08061
8878,Kiowa,0,0,0,0,2,2017,Female,5-14 years old,Age specific rate,Asthma,08061
8879,Kiowa,0,0,0,0,2,2017,Female,65+ years old,Age specific rate,Asthma,08061
8880,Kiowa,0,0,0,0,2,2017,Female,All ages,Age specific rate,Asthma,08061
8881,Kiowa,0,0,0,0,2,2017,Male,0-4 years old,Age specific rate,Asthma,08061
8882,Kiowa,0,0,0,0,2,2017,Male,15-34 years old,Age specific rate,Asthma,08061
8883,Kiowa,0,0,0,0,2,2017,Male,35-64 years old,Age specific rate,Asthma,08061
8884,Kiowa,0,0,0,0,2,2017,Male,5-14 years old,Age specific rate,Asthma,08061
8885,Kiowa,0,0,0,0,2,2017,Male,65+ years old,Age specific rate,Asthma,08061
8886,Kiowa,0,0,0,0,2,2017,Male,All ages,Age specific rate,Asthma,08061
8887,Kiowa,0,0,0,0,2,2017,Both genders,0-4 years old,Age specific rate,Asthma,08061
8888,Kiowa,0,0,0,0,2,2017,Both genders,15-34 years old,Age specific rate,Asthma,08061
8889,Kiowa,0,0,0,0,2,2017,Both genders,35-64 years old,Age specific rate,Asthma,08061
8890,Kiowa,0,0,0,0,2,2017,Both genders,5-14 years old,Age specific rate,Asthma,08061
8891,Kiowa,0,0,0,0,2,2017,Both genders,65+ years old,Age specific rate,Asthma,08061
8892,Kiowa,0,0,0,0,2,2017,Both genders,All ages,Age specific rate,Asthma,08061
8893,Kiowa,0,0,0,0,2,2018,Female,0-4 years old,Age specific rate,Asthma,08061
8894,Kiowa,0,0,0,0,2,2018,Female,15-34 years old,Age specific rate,Asthma,08061
8895,Kiowa,0,0,0,0,2,2018,Female,35-64 years old,Age specific rate,Asthma,08061
8896,Kiowa,0,0,0,0,2,2018,Female,5-14 years old,Age specific rate,Asthma,08061
8897,Kiowa,0,0,0,0,2,2018,Female,65+ years old,Age specific rate,Asthma,08061
8898,Kiowa,0,0,0,0,2,2018,Female,All ages,Age specific rate,Asthma,08061
8899,Kiowa,0,0,0,0,2,2018,Male,0-4 years old,Age specific rate,Asthma,08061
8900,Kiowa,0,0,0,0,2,2018,Male,15-34 years old,Age specific rate,Asthma,08061
8901,Kiowa,0,0,0,0,2,2018,Male,35-64 years old,Age specific rate,Asthma,08061
8902,Kiowa,,,,,2,2018,Male,5-14 years old,Age specific rate,Asthma,08061
8903,Kiowa,0,0,0,0,2,2018,Male,65+ years old,Age specific rate,Asthma,08061
8904,Kiowa,,,,,2,2018,Male,All ages,Age specific rate,Asthma,08061
8905,Kiowa,0,0,0,0,2,2018,Both genders,0-4 years old,Age specific rate,Asthma,08061
8906,Kiowa,0,0,0,0,2,2018,Both genders,15-34 years old,Age specific rate,Asthma,08061
8907,Kiowa,0,0,0,0,2,2018,Both genders,35-64 years old,Age specific rate,Asthma,08061
8908,Kiowa,,,,,2,2018,Both genders,5-14 years old,Age specific rate,Asthma,08061
8909,Kiowa,0,0,0,0,2,2018,Both genders,65+ years old,Age specific rate,Asthma,08061
8910,Kiowa,,,,,2,2018,Both genders,All ages,Age specific rate,Asthma,08061
8911,Kit Carson,,,,,2,2004,Female,0-4 years old,Age specific rate,Asthma,08063
8912,Kit Carson,,,,,2,2004,Female,15-34 years old,Age specific rate,Asthma,08063
8913,Kit Carson,33.7609723160027,10.9620958144394,78.7868472607904,5,3,2004,Female,35-64 years old,Age specific rate,Asthma,08063
8914,Kit Carson,,,,,2,2004,Female,5-14 years old,Age specific rate,Asthma,08063
8915,Kit Carson,,,,,2,2004,Female,65+ years old,Age specific rate,Asthma,08063
8916,Kit Carson,26.3088660878716,12.6161239045841,48.3829414417732,10,3,2004,Female,All ages,Age specific rate,Asthma,08063
8917,Kit Carson,203.252032520325,65.9953817121332,474.322442248905,5,3,2004,Male,0-4 years old,Age specific rate,Asthma,08063
8918,Kit Carson,,,,,2,2004,Male,15-34 years old,Age specific rate,Asthma,08063
8919,Kit Carson,,,,,2,2004,Male,35-64 years old,Age specific rate,Asthma,08063
8920,Kit Carson,,,,,2,2004,Male,5-14 years old,Age specific rate,Asthma,08063
8921,Kit Carson,,,,,2,2004,Male,65+ years old,Age specific rate,Asthma,08063
8922,Kit Carson,24.6692083426777,12.3147799220382,44.1400280630234,11,3,2004,Male,All ages,Age specific rate,Asthma,08063
8923,Kit Carson,142.566191446029,57.319003085945,293.740842397203,7,3,2004,Both genders,0-4 years old,Age specific rate,Asthma,08063
8924,Kit Carson,,,,,2,2004,Both genders,15-34 years old,Age specific rate,Asthma,08063
8925,Kit Carson,21.0336538461538,8.45661974615354,43.3373658705008,7,3,2004,Both genders,35-64 years old,Age specific rate,Asthma,08063
8926,Kit Carson,,,,,2,2004,Both genders,5-14 years old,Age specific rate,Asthma,08063
8927,Kit Carson,25.5754475703325,5.27427214744758,74.7423109099989,3,2,2004,Both genders,65+ years old,Age specific rate,Asthma,08063
8928,Kit Carson,25.426807119506,14.5654169901109,36.2881972489011,21,3,2004,Both genders,All ages,Age specific rate,Asthma,08063
8929,Kit Carson,0,0,0,0,2,2005,Female,0-4 years old,Age specific rate,Asthma,08063
8930,Kit Carson,,,,,2,2005,Female,15-34 years old,Age specific rate,Asthma,08063
8931,Kit Carson,28.1491907107671,7.66970706281725,72.073108201296,4,2,2005,Female,35-64 years old,Age specific rate,Asthma,08063
8932,Kit Carson,,,,,2,2005,Female,5-14 years old,Age specific rate,Asthma,08063
8933,Kit Carson,,,,,2,2005,Female,65+ years old,Age specific rate,Asthma,08063
8934,Kit Carson,19.2096597145993,7.72327950471981,39.5792408389206,7,2,2005,Female,All ages,Age specific rate,Asthma,08063
8935,Kit Carson,,,,,2,2005,Male,0-4 years old,Age specific rate,Asthma,08063
8936,Kit Carson,0,0,0,0,2,2005,Male,15-34 years old,Age specific rate,Asthma,08063
8937,Kit Carson,16.4744645799012,3.39743065840528,48.1453765499334,3,2,2005,Male,35-64 years old,Age specific rate,Asthma,08063
8938,Kit Carson,53.5714285714286,11.0477164802786,156.55844767398,3,2,2005,Male,5-14 years old,Age specific rate,Asthma,08063
8939,Kit Carson,113.851992409867,41.7816746392951,247.807856214782,6,3,2005,Male,65+ years old,Age specific rate,Asthma,08063
8940,Kit Carson,32.1691176470588,17.5871559657643,53.9743132395122,14,3,2005,Male,All ages,Age specific rate,Asthma,08063
8941,Kit Carson,,,,,2,2005,Both genders,0-4 years old,Age specific rate,Asthma,08063
8942,Kit Carson,,,,,2,2005,Both genders,15-34 years old,Age specific rate,Asthma,08063
8943,Kit Carson,21.5782983970407,8.67559510332891,44.4595418054953,7,3,2005,Both genders,35-64 years old,Age specific rate,Asthma,08063
8944,Kit Carson,37.1747211895911,10.1288603496871,95.1820508866558,4,2,2005,Both genders,5-14 years old,Age specific rate,Asthma,08063
8945,Kit Carson,59.0219224283305,23.7298739588524,121.607718058201,7,3,2005,Both genders,65+ years old,Age specific rate,Asthma,08063
8946,Kit Carson,26.2565641410353,15.0411990649341,37.4719292171365,21,3,2005,Both genders,All ages,Age specific rate,Asthma,08063
8947,Kit Carson,,,,,2,2006,Female,0-4 years old,Age specific rate,Asthma,08063
8948,Kit Carson,0,0,0,0,2,2006,Female,15-34 years old,Age specific rate,Asthma,08063
8949,Kit Carson,21.9138056975895,4.51915356388314,64.041439516018,3,2,2006,Female,35-64 years old,Age specific rate,Asthma,08063
8950,Kit Carson,59.6421471172962,12.2996445903698,174.299663414371,3,2,2006,Female,5-14 years old,Age specific rate,Asthma,08063
8951,Kit Carson,,,,,2,2006,Female,65+ years old,Age specific rate,Asthma,08063
8952,Kit Carson,24.8893805309735,11.3810096719534,47.247797155474,9,3,2006,Female,All ages,Age specific rate,Asthma,08063
8953,Kit Carson,,,,,2,2006,Male,0-4 years old,Age specific rate,Asthma,08063
8954,Kit Carson,,,,,2,2006,Male,15-34 years old,Age specific rate,Asthma,08063
8955,Kit Carson,0,0,0,0,2,2006,Male,35-64 years old,Age specific rate,Asthma,08063
8956,Kit Carson,0,0,0,0,2,2006,Male,5-14 years old,Age specific rate,Asthma,08063
8957,Kit Carson,0,0,0,0,2,2006,Male,65+ years old,Age specific rate,Asthma,08063
8958,Kit Carson,9.21658986175115,2.51121053830952,23.5981305884888,4,2,2006,Male,All ages,Age specific rate,Asthma,08063
8959,Kit Carson,66.9642857142857,13.8096456003482,195.698059592475,3,2,2006,Both genders,0-4 years old,Age specific rate,Asthma,08063
8960,Kit Carson,,,,,2,2006,Both genders,15-34 years old,Age specific rate,Asthma,08063
8961,Kit Carson,9.49968334388854,1.9590630870665,27.7621059839863,3,2,2006,Both genders,35-64 years old,Age specific rate,Asthma,08063
8962,Kit Carson,29.6150049358342,6.10732599107208,86.547611744747,3,2,2006,Both genders,5-14 years old,Age specific rate,Asthma,08063
8963,Kit Carson,,,,,2,2006,Both genders,65+ years old,Age specific rate,Asthma,08063
8964,Kit Carson,16.3645518630413,8.7134346563492,27.9838820722042,13,2,2006,Both genders,All ages,Age specific rate,Asthma,08063
8965,Kit Carson,0,0,0,0,2,2007,Female,0-4 years old,Age specific rate,Asthma,08063
8966,Kit Carson,0,0,0,0,2,2007,Female,15-34 years old,Age specific rate,Asthma,08063
8967,Kit Carson,,,,,2,2007,Female,35-64 years old,Age specific rate,Asthma,08063
8968,Kit Carson,,,,,2,2007,Female,5-14 years old,Age specific rate,Asthma,08063
8969,Kit Carson,,,,,2,2007,Female,65+ years old,Age specific rate,Asthma,08063
8970,Kit Carson,11.3410830734335,3.09006343528872,29.0376769929236,4,2,2007,Female,All ages,Age specific rate,Asthma,08063
8971,Kit Carson,0,0,0,0,2,2007,Male,0-4 years old,Age specific rate,Asthma,08063
8972,Kit Carson,0,0,0,0,2,2007,Male,15-34 years old,Age specific rate,Asthma,08063
8973,Kit Carson,0,0,0,0,2,2007,Male,35-64 years old,Age specific rate,Asthma,08063
8974,Kit Carson,,,,,2,2007,Male,5-14 years old,Age specific rate,Asthma,08063
8975,Kit Carson,,,,,2,2007,Male,65+ years old,Age specific rate,Asthma,08063
8976,Kit Carson,6.97026022304833,1.43743522977603,20.3700582475438,3,2,2007,Male,All ages,Age specific rate,Asthma,08063
8977,Kit Carson,0,0,0,0,2,2007,Both genders,0-4 years old,Age specific rate,Asthma,08063
8978,Kit Carson,0,0,0,0,2,2007,Both genders,15-34 years old,Age specific rate,Asthma,08063
8979,Kit Carson,,,,,2,2007,Both genders,35-64 years old,Age specific rate,Asthma,08063
8980,Kit Carson,,,,,2,2007,Both genders,5-14 years old,Age specific rate,Asthma,08063
8981,Kit Carson,31.9233838786911,8.69804767459163,81.7365417031457,4,2,2007,Both genders,65+ years old,Age specific rate,Asthma,08063
8982,Kit Carson,8.93426930440332,3.59203963180587,18.4080093959192,7,2,2007,Both genders,All ages,Age specific rate,Asthma,08063
8983,Kit Carson,0,0,0,0,2,2008,Female,0-4 years old,Age specific rate,Asthma,08063
8984,Kit Carson,,,,,2,2008,Female,15-34 years old,Age specific rate,Asthma,08063
8985,Kit Carson,,,,,2,2008,Female,35-64 years old,Age specific rate,Asthma,08063
8986,Kit Carson,,,,,2,2008,Female,5-14 years old,Age specific rate,Asthma,08063
8987,Kit Carson,42.6136363636364,8.7879562911307,124.535128831575,3,2,2008,Female,65+ years old,Age specific rate,Asthma,08063
8988,Kit Carson,16.74574379012,6.14539283698256,36.4484343358053,6,2,2008,Female,All ages,Age specific rate,Asthma,08063
8989,Kit Carson,,,,,2,2008,Male,0-4 years old,Age specific rate,Asthma,08063
8990,Kit Carson,,,,,2,2008,Male,15-34 years old,Age specific rate,Asthma,08063
8991,Kit Carson,,,,,2,2008,Male,35-64 years old,Age specific rate,Asthma,08063
8992,Kit Carson,60.8519269776876,12.549130281858,177.83515354448,3,2,2008,Male,5-14 years old,Age specific rate,Asthma,08063
8993,Kit Carson,,,,,2,2008,Male,65+ years old,Age specific rate,Asthma,08063
8994,Kit Carson,15.702108568865,6.31306202673822,32.3523449118499,7,2,2008,Male,All ages,Age specific rate,Asthma,08063
8995,Kit Carson,,,,,2,2008,Both genders,0-4 years old,Age specific rate,Asthma,08063
8996,Kit Carson,,,,,2,2008,Both genders,15-34 years old,Age specific rate,Asthma,08063
8997,Kit Carson,,,,,2,2008,Both genders,35-64 years old,Age specific rate,Asthma,08063
8998,Kit Carson,41.49377593361,11.3056574027628,106.240546425354,4,2,2008,Both genders,5-14 years old,Age specific rate,Asthma,08063
8999,Kit Carson,31.3479623824451,8.54126468359194,80.2632341332614,4,2,2008,Both genders,65+ years old,Age specific rate,Asthma,08063
9000,Kit Carson,16.1651330514797,8.60725253793062,27.6428698310856,13,2,2008,Both genders,All ages,Age specific rate,Asthma,08063
9001,Kit Carson,,,,,2,2009,Female,0-4 years old,Age specific rate,Asthma,08063
9002,Kit Carson,,,,,2,2009,Female,15-34 years old,Age specific rate,Asthma,08063
9003,Kit Carson,,,,,2,2009,Female,35-64 years old,Age specific rate,Asthma,08063
9004,Kit Carson,,,,,2,2009,Female,5-14 years old,Age specific rate,Asthma,08063
9005,Kit Carson,,,,,2,2009,Female,65+ years old,Age specific rate,Asthma,08063
9006,Kit Carson,16.4248562825075,6.0276327771444,35.7499973241692,6,2,2009,Female,All ages,Age specific rate,Asthma,08063
9007,Kit Carson,0,0,0,0,2,2009,Male,0-4 years old,Age specific rate,Asthma,08063
9008,Kit Carson,0,0,0,0,2,2009,Male,15-34 years old,Age specific rate,Asthma,08063
9009,Kit Carson,,,,,2,2009,Male,35-64 years old,Age specific rate,Asthma,08063
9010,Kit Carson,,,,,2,2009,Male,5-14 years old,Age specific rate,Asthma,08063
9011,Kit Carson,0,0,0,0,2,2009,Male,65+ years old,Age specific rate,Asthma,08063
9012,Kit Carson,,,,,2,2009,Male,All ages,Age specific rate,Asthma,08063
9013,Kit Carson,,,,,2,2009,Both genders,0-4 years old,Age specific rate,Asthma,08063
9014,Kit Carson,,,,,2,2009,Both genders,15-34 years old,Age specific rate,Asthma,08063
9015,Kit Carson,,,,,2,2009,Both genders,35-64 years old,Age specific rate,Asthma,08063
9016,Kit Carson,,,,,2,2009,Both genders,5-14 years old,Age specific rate,Asthma,08063
9017,Kit Carson,,,,,2,2009,Both genders,65+ years old,Age specific rate,Asthma,08063
9018,Kit Carson,9.67468859596082,4.17684384659391,19.0629933730724,8,2,2009,Both genders,All ages,Age specific rate,Asthma,08063
9019,Kit Carson,0,0,0,0,2,2010,Female,0-4 years old,Age specific rate,Asthma,08063
9020,Kit Carson,0,0,0,0,2,2010,Female,15-34 years old,Age specific rate,Asthma,08063
9021,Kit Carson,,,,,2,2010,Female,35-64 years old,Age specific rate,Asthma,08063
9022,Kit Carson,0,0,0,0,2,2010,Female,5-14 years old,Age specific rate,Asthma,08063
9023,Kit Carson,42.0168067226891,8.66487567080674,122.790939352141,3,2,2010,Female,65+ years old,Age specific rate,Asthma,08063
9024,Kit Carson,13.7627305257363,4.4687211398802,32.1176220185055,5,2,2010,Female,All ages,Age specific rate,Asthma,08063
9025,Kit Carson,,,,,2,2010,Male,0-4 years old,Age specific rate,Asthma,08063
9026,Kit Carson,0,0,0,0,2,2010,Male,15-34 years old,Age specific rate,Asthma,08063
9027,Kit Carson,0,0,0,0,2,2010,Male,35-64 years old,Age specific rate,Asthma,08063
9028,Kit Carson,101.419878296146,32.9307584202531,236.680163880792,5,3,2010,Male,5-14 years old,Age specific rate,Asthma,08063
9029,Kit Carson,67.3400673400673,18.3479019129012,172.417317767747,4,3,2010,Male,65+ years old,Age specific rate,Asthma,08063
9030,Kit Carson,21.5796288303841,10.3482708159958,39.685705744536,10,3,2010,Male,All ages,Age specific rate,Asthma,08063
9031,Kit Carson,,,,,2,2010,Both genders,0-4 years old,Age specific rate,Asthma,08063
9032,Kit Carson,0,0,0,0,2,2010,Both genders,15-34 years old,Age specific rate,Asthma,08063
9033,Kit Carson,,,,,2,2010,Both genders,35-64 years old,Age specific rate,Asthma,08063
9034,Kit Carson,52.5210084033613,17.0534284676311,122.566513438267,5,3,2010,Both genders,5-14 years old,Age specific rate,Asthma,08063
9035,Kit Carson,53.5168195718654,21.5165370911307,110.26510215369,7,3,2010,Both genders,65+ years old,Age specific rate,Asthma,08063
9036,Kit Carson,18.1444296600943,10.1552995437079,29.9264774059344,15,3,2010,Both genders,All ages,Age specific rate,Asthma,08063
9037,Kit Carson,0,0,0,0,2,2011,Female,0-4 years old,Age specific rate,Asthma,08063
9038,Kit Carson,0,0,0,0,2,2011,Female,15-34 years old,Age specific rate,Asthma,08063
9039,Kit Carson,,,,,2,2011,Female,35-64 years old,Age specific rate,Asthma,08063
9040,Kit Carson,0,0,0,0,2,2011,Female,5-14 years old,Age specific rate,Asthma,08063
9041,Kit Carson,42.1940928270042,8.70143632764559,123.309044581475,3,2,2011,Female,65+ years old,Age specific rate,Asthma,08063
9042,Kit Carson,13.9236981342244,4.52098688420628,32.4932667204764,5,2,2011,Female,All ages,Age specific rate,Asthma,08063
9043,Kit Carson,,,,,2,2011,Male,0-4 years old,Age specific rate,Asthma,08063
9044,Kit Carson,0,0,0,0,2,2011,Male,15-34 years old,Age specific rate,Asthma,08063
9045,Kit Carson,,,,,2,2011,Male,35-64 years old,Age specific rate,Asthma,08063
9046,Kit Carson,0,0,0,0,2,2011,Male,5-14 years old,Age specific rate,Asthma,08063
9047,Kit Carson,,,,,2,2011,Male,65+ years old,Age specific rate,Asthma,08063
9048,Kit Carson,10.9337415263503,3.55015611222059,25.515705399788,5,2,2011,Male,All ages,Age specific rate,Asthma,08063
9049,Kit Carson,,,,,2,2011,Both genders,0-4 years old,Age specific rate,Asthma,08063
9050,Kit Carson,0,0,0,0,2,2011,Both genders,15-34 years old,Age specific rate,Asthma,08063
9051,Kit Carson,12.3800680903745,3.37315188370885,31.697891288778,4,2,2011,Both genders,35-64 years old,Age specific rate,Asthma,08063
9052,Kit Carson,0,0,0,0,2,2011,Both genders,5-14 years old,Age specific rate,Asthma,08063
9053,Kit Carson,37.9362670713202,12.3178026564376,88.5305924076105,5,3,2011,Both genders,65+ years old,Age specific rate,Asthma,08063
9054,Kit Carson,12.2473974280465,5.87310311834958,22.5233999289871,10,2,2011,Both genders,All ages,Age specific rate,Asthma,08063
9055,Kit Carson,0,0,0,0,2,2012,Female,0-4 years old,Age specific rate,Asthma,08063
9056,Kit Carson,0,0,0,0,2,2012,Female,15-34 years old,Age specific rate,Asthma,08063
9057,Kit Carson,23.0414746543779,4.75170601302305,67.3369667414967,3,2,2012,Female,35-64 years old,Age specific rate,Asthma,08063
9058,Kit Carson,0,0,0,0,2,2012,Female,5-14 years old,Age specific rate,Asthma,08063
9059,Kit Carson,0,0,0,0,2,2012,Female,65+ years old,Age specific rate,Asthma,08063
9060,Kit Carson,8.42933408260747,1.738331337161,24.6340912327701,3,2,2012,Female,All ages,Age specific rate,Asthma,08063
9061,Kit Carson,0,0,0,0,2,2012,Male,0-4 years old,Age specific rate,Asthma,08063
9062,Kit Carson,0,0,0,0,2,2012,Male,15-34 years old,Age specific rate,Asthma,08063
9063,Kit Carson,0,0,0,0,2,2012,Male,35-64 years old,Age specific rate,Asthma,08063
9064,Kit Carson,0,0,0,0,2,2012,Male,5-14 years old,Age specific rate,Asthma,08063
9065,Kit Carson,,,,,2,2012,Male,65+ years old,Age specific rate,Asthma,08063
9066,Kit Carson,,,,,2,2012,Male,All ages,Age specific rate,Asthma,08063
9067,Kit Carson,0,0,0,0,2,2012,Both genders,0-4 years old,Age specific rate,Asthma,08063
9068,Kit Carson,0,0,0,0,2,2012,Both genders,15-34 years old,Age specific rate,Asthma,08063
9069,Kit Carson,9.51776649746193,1.9627922680698,27.814952632433,3,2,2012,Both genders,35-64 years old,Age specific rate,Asthma,08063
9070,Kit Carson,0,0,0,0,2,2012,Both genders,5-14 years old,Age specific rate,Asthma,08063
9071,Kit Carson,,,,,2,2012,Both genders,65+ years old,Age specific rate,Asthma,08063
9072,Kit Carson,4.95970241785493,1.35135198217772,12.6988080290194,4,2,2012,Both genders,All ages,Age specific rate,Asthma,08063
9073,Kit Carson,0,0,0,0,2,2013,Female,0-4 years old,Age specific rate,Asthma,08063
9074,Kit Carson,0,0,0,0,2,2013,Female,15-34 years old,Age specific rate,Asthma,08063
9075,Kit Carson,,,,,2,2013,Female,35-64 years old,Age specific rate,Asthma,08063
9076,Kit Carson,0,0,0,0,2,2013,Female,5-14 years old,Age specific rate,Asthma,08063
9077,Kit Carson,,,,,2,2013,Female,65+ years old,Age specific rate,Asthma,08063
9078,Kit Carson,8.27357970215113,1.70621103942527,24.1789108376803,3,2,2013,Female,All ages,Age specific rate,Asthma,08063
9079,Kit Carson,0,0,0,0,2,2013,Male,0-4 years old,Age specific rate,Asthma,08063
9080,Kit Carson,0,0,0,0,2,2013,Male,15-34 years old,Age specific rate,Asthma,08063
9081,Kit Carson,0,0,0,0,2,2013,Male,35-64 years old,Age specific rate,Asthma,08063
9082,Kit Carson,0,0,0,0,2,2013,Male,5-14 years old,Age specific rate,Asthma,08063
9083,Kit Carson,,,,,2,2013,Male,65+ years old,Age specific rate,Asthma,08063
9084,Kit Carson,,,,,2,2013,Male,All ages,Age specific rate,Asthma,08063
9085,Kit Carson,0,0,0,0,2,2013,Both genders,0-4 years old,Age specific rate,Asthma,08063
9086,Kit Carson,0,0,0,0,2,2013,Both genders,15-34 years old,Age specific rate,Asthma,08063
9087,Kit Carson,,,,,2,2013,Both genders,35-64 years old,Age specific rate,Asthma,08063
9088,Kit Carson,0,0,0,0,2,2013,Both genders,5-14 years old,Age specific rate,Asthma,08063
9089,Kit Carson,30.1431801055011,8.21300206199194,77.1785130022921,4,2,2013,Both genders,65+ years old,Age specific rate,Asthma,08063
9090,Kit Carson,6.07312036924572,1.97192565300434,14.172637045212,5,2,2013,Both genders,All ages,Age specific rate,Asthma,08063
9091,Kit Carson,0,0,0,0,2,2014,Female,0-4 years old,Age specific rate,Asthma,08063
9092,Kit Carson,0,0,0,0,2,2014,Female,15-34 years old,Age specific rate,Asthma,08063
9093,Kit Carson,0,0,0,0,2,2014,Female,35-64 years old,Age specific rate,Asthma,08063
9094,Kit Carson,0,0,0,0,2,2014,Female,5-14 years old,Age specific rate,Asthma,08063
9095,Kit Carson,0,0,0,0,2,2014,Female,65+ years old,Age specific rate,Asthma,08063
9096,Kit Carson,0,0,0,0,2,2014,Female,All ages,Age specific rate,Asthma,08063
9097,Kit Carson,0,0,0,0,2,2014,Male,0-4 years old,Age specific rate,Asthma,08063
9098,Kit Carson,0,0,0,0,2,2014,Male,15-34 years old,Age specific rate,Asthma,08063
9099,Kit Carson,0,0,0,0,2,2014,Male,35-64 years old,Age specific rate,Asthma,08063
9100,Kit Carson,,,,,2,2014,Male,5-14 years old,Age specific rate,Asthma,08063
9101,Kit Carson,0,0,0,0,2,2014,Male,65+ years old,Age specific rate,Asthma,08063
9102,Kit Carson,,,,,2,2014,Male,All ages,Age specific rate,Asthma,08063
9103,Kit Carson,0,0,0,0,2,2014,Both genders,0-4 years old,Age specific rate,Asthma,08063
9104,Kit Carson,0,0,0,0,2,2014,Both genders,15-34 years old,Age specific rate,Asthma,08063
9105,Kit Carson,0,0,0,0,2,2014,Both genders,35-64 years old,Age specific rate,Asthma,08063
9106,Kit Carson,,,,,2,2014,Both genders,5-14 years old,Age specific rate,Asthma,08063
9107,Kit Carson,0,0,0,0,2,2014,Both genders,65+ years old,Age specific rate,Asthma,08063
9108,Kit Carson,,,,,2,2014,Both genders,All ages,Age specific rate,Asthma,08063
9109,Kit Carson,0,0,0,0,2,2015,Female,0-4 years old,Age specific rate,Asthma,08063
9110,Kit Carson,0,0,0,0,2,2015,Female,15-34 years old,Age specific rate,Asthma,08063
9111,Kit Carson,0,0,0,0,2,2015,Female,35-64 years old,Age specific rate,Asthma,08063
9112,Kit Carson,0,0,0,0,2,2015,Female,5-14 years old,Age specific rate,Asthma,08063
9113,Kit Carson,0,0,0,0,2,2015,Female,65+ years old,Age specific rate,Asthma,08063
9114,Kit Carson,0,0,0,0,2,2015,Female,All ages,Age specific rate,Asthma,08063
9115,Kit Carson,0,0,0,0,2,2015,Male,0-4 years old,Age specific rate,Asthma,08063
9116,Kit Carson,0,0,0,0,2,2015,Male,15-34 years old,Age specific rate,Asthma,08063
9117,Kit Carson,0,0,0,0,2,2015,Male,35-64 years old,Age specific rate,Asthma,08063
9118,Kit Carson,0,0,0,0,2,2015,Male,5-14 years old,Age specific rate,Asthma,08063
9119,Kit Carson,0,0,0,0,2,2015,Male,65+ years old,Age specific rate,Asthma,08063
9120,Kit Carson,0,0,0,0,2,2015,Male,All ages,Age specific rate,Asthma,08063
9121,Kit Carson,0,0,0,0,2,2015,Both genders,0-4 years old,Age specific rate,Asthma,08063
